Species Name,Eco-regions,Source,Scientific Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Canonical Name,Authorship,Status,Rank,Match Type,Basionym,Common Names
Phoebe lanceolata,orissa semi evergreen forests,A Trees dataset,Phoebe lanceolata (Nees) Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Phoebe,Phoebe lanceolata,Phoebe lanceolata,,ACCEPTED,SPECIES,EXACT,,No common names found
Polyalthia spp.,"orissa semi evergreen forests, brahmaputra valley semi evergreen forests",A Trees dataset,Polyalthia Blume,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Polyalthia,,Polyalthia,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Saraca indica,orissa semi evergreen forests,A Trees dataset,Saraca indica L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Saraca,Saraca indica,Saraca indica,,ACCEPTED,SPECIES,EXACT,,No common names found
Aphanamixis spp.,brahmaputra valley semi evergreen forests,A Trees dataset,Aphanamixis Pierre,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Aphanamixis,,Aphanamixis,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Artocarpus,brahmaputra valley semi evergreen forests,A Trees dataset,Artocarpus J.R.Forst. & G.Forst.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,,Artocarpus,,ACCEPTED,GENUS,HIGHERRANK,,"Chima, పనస Panas, Dephal, Cham kathal, Irappala, ऐरावत Airawata, Granthimatphala, फणस Phanas, Panas, लकूचा Lakoocha, Hirsute Artocarpus, Lusuk salia, Halasina Hannu, Dewa chali, Kshudraphanas, बढहर Badhar, Phala, Lakoocha, Pulichakka, Khathal, Chaplash, Esuluhuli, Chamkathal, Chapalish, থৈবোং Theibong, Arampulli, Anniliayari, Irapala, Kothal, Bohot, Lamphong, Hebbalasu, Kadu Halasu, Kottachakka, Plavu, Phanas, Wonta, Ottipila, Ayani, पनसम् Panasam, Otamb, Heiru-kothong, Chakka maram, Otehuli, Dieng-soh-ram, Sam, जिवी कडगी Jivi Kadgi, Wild jack, नागदामिनी Nagadamani, कटहल Katahal, Anjili, Jivikadgi, लकूची Lakoochi, Aini, विलायती फणस Vilayati Phanas, Dhaun, Bread Fruit, Wottehuli, Dridhavalkala, ପନସ Panas, Dahu, Kadapila, नीरफणस Nirphanas, Bakri-chajhar, Chirum, Sam-goch, Pila, Mon-jack, Badahara, Kharika-dewa, Vilayatiphanas, Dieng-laram, Jackfruit, बढ़ल Barhal, Dahua, Lakucham, कठल Kathal, Jackfruit Tree, Pulinjakka, Jack fruit, Ber-allasinakai, Alasu, কাঁঠাল Kathal, Chakka, Jack, Jack fruit tree, Kattukadaplavu, হৰীকোকথোঙ Harikokthong, Aiyinipila, ஈரப்பலா Irppla, Theitat, Khathar, Gujjekai, Halasu, Solaippakku, Khorika-dewa, Ilagusam, Kathal, பலா Palaa, Monkey Jack, Jack Fruit, Chimpa, Amlaka, Theetiplavu, Pilavu, Palamaram, Phong, Vatehuli, Lakucha, Seemapala, Tinippalavu, लकूच Lakooch, Paper mulberry, Kattal, Cempedak jack tree, Monkey jack, Rottipalaa, Breadfruit, ചക്ക Chakka, Semapila"
Atinodaphne spp.,brahmaputra valley semi evergreen forests,A Trees dataset,,,,,,,,,,,,,,,No common names found
Bambusa arundinaria,brahmaputra valley semi evergreen forests,A Trees dataset,"Bambusa arundinacea Wight ex Steud., 1840",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bambusa,Bambusa arundinacea,Bambusa arundinacea,,ACCEPTED,SPECIES,FUZZY,,No common names found
Cinnamomum,brahmaputra valley semi evergreen forests,A Trees dataset,Cinnamomum Schaeff.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,,Cinnamomum,,ACCEPTED,GENUS,HIGHERRANK,,"Kaatu karruwa, Vellakodala, Kattukaruva, Chembilaa, Shanthamaram, Kattu karavu, Karuva, Tejiya, Kula"
Dendrocalamus hamilitonii,brahmaputra valley semi evergreen forests,A Trees dataset,Dendrocalamus hamiltonii Nees & Arn. ex Munro,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dendrocalamus,Dendrocalamus hamiltonii,Dendrocalamus hamiltonii,,ACCEPTED,SPECIES,FUZZY,,No common names found
Machilus spp.,brahmaputra valley semi evergreen forests,A Trees dataset,Machilus Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Machilus,,Machilus,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Magnoliacea,brahmaputra valley semi evergreen forests,A Trees dataset,,,,,,,,,,,,,,,No common names found
Melocanna bambusoides,brahmaputra valley semi evergreen forests,A Trees dataset,Melocanna bambusoides Trin.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melocanna,Melocanna baccifera,Melocanna bambusoides,,SYNONYM,SPECIES,EXACT,,No common names found
Phoebe spp.,brahmaputra valley semi evergreen forests,A Trees dataset,,,,,,,,,,,,,,,No common names found
Stereospermum spp,brahmaputra valley semi evergreen forests,A Trees dataset,Stereospermum Cham.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Stereospermum,,Stereospermum,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Stereospermum spp.,brahmaputra valley semi evergreen forests,A Trees dataset,Stereospermum Cham.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Stereospermum,,Stereospermum,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Terminalia citrina,brahmaputra valley semi evergreen forests,A Trees dataset,Terminalia citrina (Gaertn.) Roxb. ex Fleming,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia citrina,Terminalia citrina,,ACCEPTED,SPECIES,EXACT,,"Chebulie Myrobalan, Cheluka, Hilikha, Shilikha, Ilikang, Selekhai, Silikha, Horittoki, Monalu"
Tetrameles spp.,brahmaputra valley semi evergreen forests,A Trees dataset,Tetrameles R.Br.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Tetramelaceae,Tetrameles,,Tetrameles,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Acer campbellii,eastern himalayan broadleaf forests,A Trees dataset,Acer campbellii Hook.fil. & Thomson ex Hiern,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campbellii,Acer campbellii,,ACCEPTED,SPECIES,EXACT,,No common names found
Alnus nepalensis,eastern himalayan broadleaf forests,A Trees dataset,Alnus nepalensis D.Don,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus nepalensis,Alnus nepalensis,,ACCEPTED,SPECIES,EXACT,,Nepal Alder
Betula alnoides,eastern himalayan broadleaf forests,A Trees dataset,Betula alnoides Buch.-Ham. ex D.Don,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula alnoides,Betula alnoides,,ACCEPTED,SPECIES,EXACT,,"Indian Birch, Betula trees"
Betula utilis,"eastern himalayan broadleaf forests, na",A Trees dataset,Betula utilis D.Don,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula utilis,Betula utilis,,ACCEPTED,SPECIES,EXACT,,"Bhurjjamaram, Purchcham, Bhuyapathra, भोजपत्र Bhoj Patra, Bhurjapatraka, Bhujapatri, Himalayan Birch, Bahupata, Himalayan Silver Birch, Bahulavalkalah, Bhujapatram, Bhoj Patra Tree"
Cinnamomum spp.,eastern himalayan broadleaf forests,A Trees dataset,Cinnamomum Schaeff.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,,Cinnamomum,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Echinocarpus dasycarpus.,eastern himalayan broadleaf forests,A Trees dataset,Echinocarpus dasycarpus Benth.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,Sloanea dasycarpa,Echinocarpus dasycarpus,,SYNONYM,SPECIES,EXACT,,No common names found
Exbucklandia populnea,eastern himalayan broadleaf forests,A Trees dataset,Exbucklandia populnea (R.Br. ex Griff.) R.W.Br.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Exbucklandia,Exbucklandia populnea,Exbucklandia populnea,,ACCEPTED,SPECIES,EXACT,,Pipli Tree
Juglans regia,eastern himalayan broadleaf forests,A Trees dataset,Juglans regia L.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans regia,Juglans regia,,ACCEPTED,SPECIES,EXACT,,"Persian Walnut Or English Walnut, Walnut, Common Walnut"
Lithocarpus pachyphylla,"eastern himalayan broadleaf forests, na",A Trees dataset,Lithocarpus pachyphyllus (Kurz) Rehder,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Lithocarpus,Lithocarpus pachyphyllus,Lithocarpus pachyphyllus,,ACCEPTED,SPECIES,FUZZY,,No common names found
Machilusâ spp,eastern himalayan broadleaf forests,A Trees dataset,,,,,,,,,,,,,,,No common names found
Magnolia cathcartii,eastern himalayan broadleaf forests,A Trees dataset,Magnolia cathcartii (Hook.f. & Thomson) Noot.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia cathcartii,Magnolia cathcartii,,ACCEPTED,SPECIES,EXACT,,Dieng-rai
Magnolia doltsopa,eastern himalayan broadleaf forests,A Trees dataset,Magnolia doltsopa (Buch.-Ham. ex DC.) Figlar,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia doltsopa,Magnolia doltsopa,,ACCEPTED,SPECIES,EXACT,,"Temple Magnolia, Sopa, Dieng-rai"
Magnolia spp.,eastern himalayan broadleaf forests,A Trees dataset,Magnolia Plum. ex L.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,,Magnolia,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Quercus lamellosa,"eastern himalayan broadleaf forests, na",A Trees dataset,Quercus lamellosa Sm.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus lamellosa,Quercus lamellosa,,ACCEPTED,SPECIES,EXACT,,No common names found
Rhododendron arboreum,"eastern himalayan broadleaf forests, na",A Trees dataset,Rhododendron arboreum Sm.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron arboreum,Rhododendron arboreum,,ACCEPTED,SPECIES,EXACT,,"Maalaipoovarasu, बुरांस Burans, Kattupoovarasu., Pu, Tree Rhododendron, Alingi, பிலி Billi, Kattupoo Varasu, लाली गुराँस Lali Gurans, Alanchi, लाल बुरांश Lal Buransh, Kattupoovarasu"
Rhododendron falconeri,eastern himalayan broadleaf forests,A Trees dataset,Rhododendron falconeri Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron falconeri,Rhododendron falconeri,,ACCEPTED,SPECIES,EXACT,,No common names found
Rhododendron thomsonii,eastern himalayan broadleaf forests,A Trees dataset,Rhododendron thomsonii Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron thomsonii,Rhododendron thomsonii,,ACCEPTED,SPECIES,EXACT,,Thomson's Rhododendron
Nepenthes khasiana,meghalaya subtropical forests,A Trees dataset,Nepenthes khasiana Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nepenthaceae,Nepenthes,Nepenthes khasiana,Nepenthes khasiana,,ACCEPTED,SPECIES,EXACT,,"Tiew Rakot, Kset Phare, Tiew-rakot, Pitcher plant, Indian Pitcher Plant, Memang-koksi, Pitcher-plant Indian, Kolochi-goch, Pitcher Plant"
Anisoptera scaphula,mizorama manipura kachin rainforests,A Trees dataset,Anisoptera scaphula (Roxb.) Kurz,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Anisoptera,Anisoptera scaphula,Anisoptera scaphula,,ACCEPTED,SPECIES,EXACT,,No common names found
Bombax insignis,mizorama manipura kachin rainforests,A Trees dataset,Bombax insigne Wall.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Bombax,Bombax insigne,Bombax insigne,,ACCEPTED,SPECIES,FUZZY,,No common names found
Castanopsisâ spp.,mizorama manipura kachin rainforests,A Trees dataset,,,,,,,,,,,,,,,No common names found
Dipterocarpus alatus,mizorama manipura kachin rainforests,A Trees dataset,Dipterocarpus alatus Roxb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Dipterocarpus,Dipterocarpus alatus,Dipterocarpus alatus,,ACCEPTED,SPECIES,EXACT,,"Garjana, Dholi garjan, Duhun-el-garjan, Enne mara, Harra garjan, Asvakarna, Garjan enne mara, Jaranadruma, A swa ka rna, Mashk-haliya garjan, Gurjan"
Dipterocarpus griffithii,mizorama manipura kachin rainforests,A Trees dataset,Dipterocarpus griffithii Miq.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Dipterocarpus,Dipterocarpus grandiflorus,Dipterocarpus griffithii,,SYNONYM,SPECIES,EXACT,,No common names found
Dipterocarpus turbinatus,"mizorama manipura kachin rainforests, na",A Trees dataset,Dipterocarpus turbinatus C.F.Gaertn.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Dipterocarpus,Dipterocarpus turbinatus,Dipterocarpus turbinatus,,ACCEPTED,SPECIES,EXACT,,"Kherjong, Common gurjun oil tree, Garjan, Kali garjan, Kural sal, Garjan oil tree., Teli garjan, Asvakarna, Teli gurjan, Ajakarna, Kurlikhal, Kuroil sal, Tithya gurjan"
Eugenia grandis,mizorama manipura kachin rainforests,A Trees dataset,Eugenia grandis Wight,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium grande,Eugenia grandis,,SYNONYM,SPECIES,EXACT,,No common names found
Hopea odorata,mizorama manipura kachin rainforests,A Trees dataset,Hopea odorata Roxb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Hopea,Hopea odorata,Hopea odorata,,ACCEPTED,SPECIES,EXACT,,"Urappupicin, Kallurala, Urappimpasa, Safed thingan, Bili tirupu, White thingan"
Parashorea stellata,mizorama manipura kachin rainforests,A Trees dataset,Parashorea stellata Kurz,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Parashorea,Parashorea stellata,Parashorea stellata,,ACCEPTED,SPECIES,EXACT,,No common names found
Shorea burmanica,mizorama manipura kachin rainforests,A Trees dataset,"Shorea burmindica Lakhanpal, 1952",Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Shorea,,Shorea burmindica,,SYNONYM,SPECIES,FUZZY,,No common names found
Swintonia floribunda,mizorama manipura kachin rainforests,A Trees dataset,Swintonia floribunda Griff.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Swintonia,Swintonia floribunda,Swintonia floribunda,,ACCEPTED,SPECIES,EXACT,,No common names found
Altingia excelsa,nan,A Trees dataset,Altingia excelsa Noronha,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,Liquidambar excelsa,Altingia excelsa,,SYNONYM,SPECIES,EXACT,,Rasamala
Aquilaria malaccensis,nan,A Trees dataset,Aquilaria malaccensis Lam.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Aquilaria,Aquilaria malaccensis,Aquilaria malaccensis,,ACCEPTED,SPECIES,EXACT,,"Malayan aloes-wood, Lign-aloes, Agar, Agru, Malayan eaglewood, Agar Wood"
Castanopsis indica,nan,A Trees dataset,Castanopsis indica (Roxb. ex Lindl.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Castanopsis,Castanopsis indica,Castanopsis indica,,ACCEPTED,SPECIES,EXACT,,"Hingori, Singori-goch, Indian Chest nut"
Cleistanthus collinus,"north deccan dry deciduous forests, na",A Trees dataset,Cleistanthus collinus (Roxb.) Benth. ex Hook.f.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Cleistanthus,Cleistanthus collinus,Cleistanthus collinus,,ACCEPTED,SPECIES,EXACT,,"Garrar, Odan, Karra, Korshe, Indrayava, Nilaippalai, Nilappala, Nandi, Odishi, Garari, Korsi, Odaichi, Kadagargari, Oddan thazhai, Odukkan thazhai, Kutaja, Vadise, Bodadaraga, Kaudigam, Odaku, Korodo, Kadise, Badedarige, Odugu"
Cynodon dactylon,nan,A Trees dataset,Cynodon dactylon (L.) Pers.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cynodon,Cynodon dactylon,Cynodon dactylon,,ACCEPTED,SPECIES,EXACT,,"Bahama grass, Balikaruka, Bermuda Grass, Couch grass, Dhub grass, Belikaruka, Hariali grass, Bermuda grass, Dubori-bon/ Dubori, Karuka, Dog's Tooth grass, Arugam Pillu, Dhub grass/ Bermuda/ Bahama grass, Hariali, Karukapullu, Gherkai Pullu/Arugampullu, Dub"
Cyperus rotundus,nan,A Trees dataset,Cyperus rotundus L.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus rotundus,Cyperus rotundus,,ACCEPTED,SPECIES,EXACT,,"Purple flat sedge, Cyperus merkeri C.B. Clarke, Cyperus retzii Nees, Common Nut Sedge, Cyperus rotundus L. (C.B.Clarke) Kük., Moth/ Kecha-bon/ Ari-khata/ Mutha-bon, Purple Nut Sedge, Nut grass, Kuzhimuthanga, Cyperus taylorii C.B.Clarke, Red Nut Sedge, Muthanga, Cyperus nubicus C.B.Clarke, Karimuttan, Coco-grass"
Dipterocarpus retusus,nan,A Trees dataset,Dipterocarpus retusus Blume,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Dipterocarpus,Dipterocarpus retusus,Dipterocarpus retusus,,ACCEPTED,SPECIES,EXACT,,"Dholi gurjan, Hollong, Hollong gurjun tree, Dhuliya gurjan, Holong"
Phragmites karka,nan,A Trees dataset,Phragmites karka (Retz.) Trin. ex Steud.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phragmites,Phragmites karka,Phragmites karka,,ACCEPTED,SPECIES,EXACT,,"Water reed, Chora pullu, Vezhamkole, Nal/ Nal-khagra, Tall Reed"
Pinus insularis,nan,A Trees dataset,Pinus insularis Endl.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus kesiya,Pinus insularis,,SYNONYM,SPECIES,EXACT,,No common names found
Pinus roxburghii,nan,A Trees dataset,Pinus roxburghii Sarg.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus roxburghii,Pinus roxburghii,,ACCEPTED,SPECIES,EXACT,,"Himalayan Longleaf Pine, Chir Pine, Wuchan (Manipuri), Chir चीड (Hindi)"
Quercus leucotrichophora,nan,A Trees dataset,Quercus leucotrichophora A.Camus,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus leucotrichophora,Quercus leucotrichophora,,ACCEPTED,SPECIES,EXACT,,Blackjack Oak
Saccharum spontaneum,"upper gangetic plains moist deciduous forests, teraiaduar savanna and grasslands, na",A Trees dataset,Saccharum spontaneum L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Saccharum,Saccharum spontaneum,Saccharum spontaneum,,ACCEPTED,SPECIES,EXACT,,"Kahua/ Khagra/ Khagori/ Lihira/ Kanhi-bon, Wild Sugarcane, Mojora, कांस Kaans (Hindi), Kaki Ceruku (Telugu), Kusa, Saccharum aegyptiacum Willd., Wild Cane, Pekkarimpu (Tamil), Thatch grass, Serio Grass, Kadu Kabbu (Kannada), Choottapullu, Saccharum punctatum Schumach., Kusadarbha, Kansh (Bengali), Kuruvikarimbu, Wild sugar cane, Njangana, Khagori, Kans Grass, Nannana (Malayalam), Nannana, Kansado (Gujarati), Saccharum biflorum Forssk., Thatchgrass, Kamis (Marathi)"
Shorea assamica,nan,A Trees dataset,Shorea assamica Dyer,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Anthoshorea,Anthoshorea assamica,Shorea assamica,,SYNONYM,SPECIES,EXACT,,"Mekahi, Mekai, Makai, White Meranti, Mekoi"
Vetiveria zizanoides,nan,A Trees dataset,"Vetiveria zizanioides Stapf, 1906",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Vetiveria,Vetiveria zizanioides,Vetiveria zizanioides,,ACCEPTED,SPECIES,FUZZY,,No common names found
Ziziphus nummularia,nan,A Trees dataset,Ziziphus nummularia (Burm.fil.) Wight & Arn.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus nummularia,Ziziphus nummularia,,ACCEPTED,SPECIES,EXACT,,"Wild jujube, ਕੋਕਨੀਬੇਰ Kokníber, Jhar-ber, चण्याबोर Chanya-bor, ভূবদরী Bhubadari, भूकर्तक Bhukartaka, ਮਲ੍ਹਾ Malhá, सूक्ष्मफल Sukshmaphala, జిట్టరేణి Jitta-reni, రేగుకంప Regu Kampa, Malhá, నేలరేగు Nela-regu, Jhar Beri, நரியிலந்தை Nari-y-ilantai, ચણીબોર Chanibor, भुईभेर Bhuyibher, ಮುಳ್ಳುಹಣ್ಣು Mulluhannu, गांगर Gangar, رمیلک Ramilak, ""ban Kul"", جهڙبيري Jhar-beri, झड़बेरी Jhar-beri, ਕੋਕਨ ਬੇਰ Kokanber, कर्कन्धुः Karkandhu"
Garuga pinnata.,teraiaduar savanna and grasslands,A Trees dataset,Garuga pinnata Roxb.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Garuga,Garuga pinnata,Garuga pinnata,,ACCEPTED,SPECIES,EXACT,,No common names found
Syzigium cumini,teraiaduar savanna and grasslands,A Trees dataset,Syzygium cumini (L.) Skeels,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium cumini,Syzygium cumini,,ACCEPTED,SPECIES,FUZZY,,No common names found
Tripidium bengalense,teraiaduar savanna and grasslands,A Trees dataset,Tripidium bengalense (Retz.) H.Scholz,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Tripidium,Tripidium bengalense,Tripidium bengalense,,ACCEPTED,SPECIES,EXACT,,No common names found
Capparis zeylanica,aravalli west thorn scrub forests,A Trees dataset,Capparis zeylanica L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Capparaceae,Capparis,Capparis zeylanica,Capparis zeylanica,,ACCEPTED,SPECIES,EXACT,,"Ardanda, Karrallura, करम्भ Karambha, ஆதொண்டை Atontai, Ceylon Caper, वाघांटी Vaghamti, ಮುಳ್ಳುಕತ್ತರಿ Mullukattari, ગોવિંદકળ Govindakal, Wagati, Ban Kera, Gitoran, Atandy, Jhiris, Elippayar, गोविंदी Govindi, காற்றோட்டி Karrotti, Suduthorati, Kaatu Thotti, कडूवाघांटी Kaduvaghanti, वाघांटी Vaghanti, Govind-phal, Suduthoratti, Kalokera, Gitoranj, ਗਰਨਾ Garna, ఆరుదొండ Arudonda, Morandan, Gobindaphal, Karthotti, तपसप्रिय Tapasapriya, व्याघ्रनखी Vyaghra Nakhi, Kevisi kodi, ਕਰਵੀਲਾ Karwila, ਕਰਵੀਲੂੰ Karwilun, Ekkathari, Kakhbilado"
Gardenia,aravalli west thorn scrub forests,A Trees dataset,Gardenia J.Ellis,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,,Gardenia,,ACCEPTED,GENUS,HIGHERRANK,,"Kikemali, Indian Boxwood, Sirukkambil (Tamil), Gandharaj, Chitta, Sirukambi, Gondharaj, Ananta, Kambi pisin, Tikkamalli, Cittamali (Telugu), Gandroya, Cape jasmine, Gummy Gardenia, Gummy gardenia, Kalkottai, Golden Gardenia, Hing, Dikamali, White emetic nut, Papra, Kambimaram (Malayalam), Brilliant gardenia, Perunkambi, Dhubia Khola, Dikamali kayam, Cambi Gum Tree, Dikemali (Marathi), Common Gardenia, Sinnakkambil, গংধৰাজ Gandharaj, Dekamella-gum gardenia, Kumbai, Bitmora, Bihmona, Gardenia, Kamarri, Gandhraj गंधराज, Cumbi-gum tree, Kambimaram, Nadihingu (Sanskrit), गुलचांद Gulchand, Kambil, কবোকলৈ Kaboklei, Kad Bikke (Kannada), Somanadikayam, देकामाली Dekamali (Hindi), Chitta Bike, Kambi, Cape Jasmine, Brilliant Gardenia, Gandhaphaji, Gummy cape jasmine, Vellapaavattaa, Suvasane Malle, Dikemali, Kattu marikalam, Togor, Dikamalli (Gujarati), Chinnakkambi"
Grewia,aravalli west thorn scrub forests,A Trees dataset,Grewia L.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,,Grewia,,ACCEPTED,GENUS,HIGHERRANK,,"Bong der so, Dadachelu, Tavadu, Payippala, Pantripidukku, Kalunnu, Khoraguti, Khubapota, Bodu Kale, Thegalle, Maakkallai, Udapai, Huktapata, Anaikatti, Kallai Kodi, Gagan, Panisara, Narutha, Kukurbicha, Pumi Aye, Sukta-pata, Fuhura, Soh Synting, Udipe, Sandpaper Raisin, Bhansuli, Guali, Gvali, Kanger, Gandaudipe, Donkey Berry, Pegala, Sunku Kale, Kallai, Potriki, Bijol, Shenkadasi, Kakarolim, Round-leaved Grewia, Thusura, Hukta pata, Chathurakall, Kathbhewal, Tavuttai, Nagbala, Kallai kodi, Kayyonnar, कावरी Kawri, Nagabala, Thoura guti, Chimachipuru, Hukta-pata, Jibilika, Phalsa Cherry, Javanigalle, Phirsan, Govli, Gudasarkara, खटखटी Khatkhati, Phuhura, Kaladi, Gurguri, Bipu Bum tha, Chikkudipe, Dun, Semparandai, Phrongli, Narathai, Jibilike, Kakki, गोंडनी Gondni, Man Bijal, Kakarundah, Chitti Jana, Achangodi, Goch-manbijol, Raisin Bush, Chuhura, Tavidu, Xahta, Rough-leaved Raisin, White Crossberry"
Gymnosporia,aravalli west thorn scrub forests,A Trees dataset,Gymnosporia (Wight & Arn.) Hook.f.,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Gymnosporia,,Gymnosporia,,ACCEPTED,GENUS,HIGHERRANK,,"Roth's Spike Thorn, Henkal, Red Spike Thorn, Thandisamaram, Nandu narai, Maytenus, Mulmaram, Katna"
Prosopis cineraria,"thar desert, aravalli west thorn scrub forests, na",A Trees dataset,Prosopis cineraria (L.) Druce,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis cineraria,Prosopis cineraria,,ACCEPTED,SPECIES,EXACT,,"Jat, Kandi, Shami (Oriya), Perumbai (Kannada), Jhand, Khejri, Sangri, Somidh, Jammi Chettu (Telugu), Jhand झंड (Hindi), Kandi (Sindhi), Shomi, Sumri, Semi (Gujarati), Shemi (Marathi), Chaunkra, Jambu (Tamil)"
Salvadora,aravalli west thorn scrub forests,A Trees dataset,,,,,,,,,,,,,,,"Pilu, Ooga, Khakan, Bada Peelu, Kotungo, Toboto, પીલુડી Piludi, Diar, Mustard Tree, Perungoli, Kargoli, पीलू Pilu, ಗೊನಿಮರ Gonimara, પીલૂ Pilu, உகா Uka, मेस्वाक Meswak, Tooth Brush Tree, గున్నంగి Gunnangi, Salt Brush, Goni-mara, Chitthu vila, Jar, Vann, जाल Jal, पिलु Pilu, गुडफल Gudaphala, Kalarva, Toothbrush Tree, खब्बर Khabbar, बड़ा पीलू Bada Peelu"
